서비스ID,서비스명,서비스 요약,상세 링크,시도명,시군구명,담당부서명,신청방법,지원주기,지급방식,생애주기,대상특성,관심주제,조회수,최종수정일
WLF00004522,"경주시 중,고등학교 신입생 교복구입비 지원",경주시 중고생 신입생 신입생 교복구입비 지원 ,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004522&wlfareInfoReldBztpCd=02,경상북도,경주시,경상북도 경주시 시장 대외소통협력관,"방문, 인터넷",1회성,현금지급,청소년,,"서민금융, 교육",867,20250815
WLF00003983,만 65세 이상 대상포진 예방접종 지원사업,"면역력이 저하되기 시작하는 65세 이상 고령층을 대상으로 대상포진 예방접종 비용을 지원하여 질병 발생에 따른 경제적 부담을 감소시키고, 대상포진 발병 및 합병증을 최소화하여 건강한 노후생활에 이바지하고자 함",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003983&wlfareInfoReldBztpCd=02,경상남도,함양군,경상남도 함양군 보건소 보건행정과,방문,월,프로그램/서비스(서비스),노년,,,7890,20250815
WLF00001284,보훈예우수당,국가를 위해 희생 공헌한 국가유공자 및 선순위 유족에 대한 예우와 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001284&wlfareInfoReldBztpCd=02,서울특별시,성북구,서울특별시 성북구 복지교육국 복지정책과,방문,월,현금지급,,보훈대상자,"입양·위탁, 서민금융",775,20250815
WLF00001344,복지사각지대 의료비 지원,"복지사각지대를 발굴하여도, 현행 공적지원(긴급지원, 경기도형 긴급복지 사업 등) 또는 민간사업(자원)의 지원한계로 실질적 지원이 어려워  만성적 위기에 처한 가구를 지원함으로써 건강한 삶 영위",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001344&wlfareInfoReldBztpCd=02,경기도,평택시,경기도 평택시 복지국 복지정책과,방문,년,현금지급,,,"안전·위기, 신체건강, 서민금융",457,20250815
WLF00001236,임산부 기형아 검사비 지원,임산부 기형아 검사비 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001236&wlfareInfoReldBztpCd=02,경상북도,문경시,경상북도 문경시 보건소 건강관리과,방문,수시,기타,청년,,,566,20250815
WLF00003714,신혼부부 임대주택 주거비 지원사업,나주시 저출산 고령사회 대응에 관한조례 제정과 관련 나주시에 거주하며 무주택 신혼부부에게 주거비 일부를 지원함으로써 신혼초기 주거 정착을 유도하여 출산장려를 통해 인구증대에 목적이 있음. ,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003714&wlfareInfoReldBztpCd=02,전라남도,나주시,전라남도 나주시 안전도시건설국 건축허가과,방문,반기,현금지급,,,서민금융,1143,20250815
WLF00004630,출산장려금 지원,출산가정에 경제적부담을 줄이고 아이 낳고 키우기 좋은 도시 문경의 이미지를 제고함으로서 지역의 인구감소에 적극대처하고 행복한 결혼과 출산의 사회적 분위기 조성,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004630&wlfareInfoReldBztpCd=02,경상북도,문경시,경상북도 문경시 보건소 건강관리과,"방문, 인터넷",월,현금지급,"영유아, 임신 · 출산",,"서민금융, 임신·출산, 입양·위탁",4762,20250815
WLF00002361,임산부.영유아 영양제 지원,임산부 및 영유아의 건강증진,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002361&wlfareInfoReldBztpCd=02,경상북도,문경시,경상북도 문경시 보건소 건강관리과,방문,수시,현물지급,"영유아, 청년",,,834,20250815
WLF00002430,청송군 교복구입비 지원,지역의 중고등학교 신입생에게 교복구입비를 지원하여 학부모의 교육비 부담 경감,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002430&wlfareInfoReldBztpCd=02,경상북도,청송군,경상북도 청송군 주민행복과,"방문, 우편",년,현금지급,청소년,,"서민금융, 교육",256,20250815
WLF00004505,진주시 출산용품 구입비 지원,출산가정의 경제적 부담 완화를 위하여 출산용품 구입비를 지원.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004505&wlfareInfoReldBztpCd=02,경상남도,진주시,경상남도 진주시 복지여성국 여성가족과,"인터넷, 방문",1회성,현금지급,"영유아, 임신 · 출산",,"임신·출산, 서민금융",2248,20250815
WLF00002115,중.고등학교 신입생 교복구입비 지원,"교육복지를 통한 행복한 교육도시 실현 
학부모의 경제적 부담 완화 및 교육공공성 강화를 통한 명품교육도시 실현  
",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002115&wlfareInfoReldBztpCd=02,경상북도,포항시,경상북도 포항시 복지국 교육청소년과,"방문, 우편",1회성,현금지급,청소년,,"교육, 서민금융",567,20250815
WLF00000568,임산부 초음파 검사비 지원,태아의 건강상태 확인으로 태아의 질병의 조기발견,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000568&wlfareInfoReldBztpCd=02,경상북도,문경시,경상북도 문경시 보건소 건강관리과,방문,월,기타,"영유아, 청년, 중장년, 임신 · 출산",,"입양·위탁, 임신·출산",914,20250815
WLF00004005,보훈명예수당 지원,국가보훈대상자에 대한 예 및 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004005&wlfareInfoReldBztpCd=02,경상북도,포항시,경상북도 포항시 복지국 복지정책과,"방문, 우편",분기,현금지급,노년,보훈대상자,"서민금융, 입양·위탁",398,20250815
WLF00002116,참전명예수당 지원,참전유공자에 대하여 상응하는 예우와 지원을 함으로써 참전유공자의 명예를 기리고 시민의 애국애족 정신 함양에 이바지함을 목적으로 함.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002116&wlfareInfoReldBztpCd=02,경상북도,포항시,경상북도 포항시 복지국 복지정책과,"우편, 방문",분기,현금지급,노년,보훈대상자,"서민금융, 입양·위탁",332,20250815
WLF00000208,치매환자 입원치료비지원,치매관리법에 따라 지역 주민의 치매 조기발견과 증상완화를 위한 위료비용의 일부를 지원하여 치매로 인한 개인적 고통과 피해 및 사회적 부담을 줄이고 주민건강증진에 이바지함을 목적으로 한다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000208&wlfareInfoReldBztpCd=02,경상남도,의령군,경상남도 의령군 보건소 건강증진과,"방문, 우편",년,현금지급,노년,저소득,"신체건강, 서민금융",966,20250815
WLF00002118,풍진검사비 지원,"선천성기형 예방으로 아동의 건강증진 및 차세대 건강한 자원 확보 
출산 검사비 지원을 통한 경제적 부담 경감으로 출산장려분위기 조성 ",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002118&wlfareInfoReldBztpCd=02,경상북도,포항시,경상북도 포항시 북구보건소 건강관리과,방문,월,기타,"임신 · 출산, 청년, 중장년",,임신·출산,941,20250815
WLF00002990,참전유공자 미망인 복지수당,국가유공자의 생활안정,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002990&wlfareInfoReldBztpCd=02,경상북도,고령군,경상북도 고령군 주민복지과,방문,월,현금지급,노년,,서민금융,720,20250815
WLF00002987,보훈예우수당,국가유공자의 생활안정,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002987&wlfareInfoReldBztpCd=02,경상북도,고령군,경상북도 고령군 주민복지과,방문,월,현금지급,노년,보훈대상자,서민금융,402,20250815
WLF00000467,보훈대상자 사망위로금,참전유공자 및 보훈대상자 중 수당을 지급받던 자가 사망한 경우 유족에게 사망위로금 지급,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000467&wlfareInfoReldBztpCd=02,경상북도,고령군,경상북도 고령군 주민복지과,방문,수시,현금지급,노년,보훈대상자,"서민금융, 안전·위기",605,20250815
WLF00004631,참전명예수당 확대 지원,참전유공자에 대하여 지원함으로써 참전의 명예를 기리고 시민의 애국애족정신 함양에 이바지함,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004631&wlfareInfoReldBztpCd=02,경상북도,문경시,경상북도 문경시 행정복지국 사회복지과,방문,월,현금지급,,보훈대상자,서민금융,2166,20250815
WLF00002114,임신부 태아기형아 검사비 지원,"선천성기형 예방으로 아동의 건강증진 및 차세대 건강한 자원 확보
출산 검사비 지원을 통한 경제적 부담 경감으로 출산장려분위기 조성",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002114&wlfareInfoReldBztpCd=02,경상북도,포항시,경상북도 포항시 북구보건소 건강관리과,방문,1회성,현금지급,"중장년, 청년, 임신 · 출산","다문화·탈북민, 다자녀, 저소득","서민금융, 임신·출산",905,20250815
WLF00002989,저소득주민 자녀장학금,"(사업요약)  학업성적이 우수하고 품행이 바른 고등학교 및 대학생을 선발하여 장학금지급
(선정기준)생,주거,의료,교육급여 수급자 및 기타 저소득층 자녀
",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002989&wlfareInfoReldBztpCd=02,경상북도,고령군,경상북도 고령군 주민복지과,방문,1회성,현금지급,청소년,저소득,"서민금융, 교육",2256,20250815
WLF00000605,다문화가족 지원,다문화가족의 안정적 정착 지원 및 건강한 가족 문화 조성 ,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000605&wlfareInfoReldBztpCd=02,경상북도,청송군,경상북도 청송군 주민행복과,,년,프로그램/서비스(서비스),"아동, 영유아, 중장년, 임신 · 출산",다문화·탈북민,"임신·출산, 교육",719,20250815
WLF00000831,(임신출산)임산부 차량 주차료 감면,임산부 주차료 감면으로 출산장려 사회분위기 조성,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000831&wlfareInfoReldBztpCd=02,대전광역시,서구,대전광역시 서구 안전건설국 주차행정과,,수시,감면,"임신 · 출산, 영유아",,"서민금융, 임신·출산",5328,20250815
WLF00001481,재가장애인 밑반찬지원사업,"장애로 인하여 식생활이 어려운 거동불편장애인에게 밑반찬을 지원으로 
영양 및 건강관리를 돕고, 지역사회서비스 연계로 더불어 함께하는 공동체사회형성",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001481&wlfareInfoReldBztpCd=02,경상북도,문경시,경상북도 문경시 행정복지국 시니어장애인과,,월,현물지급,"중장년, 청년, 청소년, 노년","장애인, 저소득","신체건강, 안전·위기",983,20250815
WLF00004483,난임부부 격려금 지원,난임의 정상적인 시술을 받았으나 임신이 되지 않아 겪는 정신.육체.경제적 부담을 경감하기 위하여 지급.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004483&wlfareInfoReldBztpCd=02,경상남도,진주시,경상남도 진주시 보건소 건강증진과,방문,수시,현금지급,"청년, 중장년",,서민금융,1055,20250815
WLF00002360,국가유공자 및 유족 보훈명예수당 지원,국가에 공헌하고 헌신한 국가유공자 유족에 대한 응분의 예우와 지원으로 국민의 애국애족정신의 함양,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002360&wlfareInfoReldBztpCd=02,경상북도,문경시,경상북도 문경시 행정복지국 사회복지과,방문,월,현금지급,"중장년, 노년",보훈대상자,"서민금융, 입양·위탁",466,20250815
WLF00000466,참전유공자 사망위로금,보훈 선양,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000466&wlfareInfoReldBztpCd=02,경상북도,포항시,경상북도 포항시 복지국 복지정책과,"방문, 우편",분기,현금지급,노년,보훈대상자,서민금융,280,20250815
WLF00002096,무의탁독거노인 생신선물 지원,독거노인 및 저소득 노인들의 복지 증진 ,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002096&wlfareInfoReldBztpCd=02,경상북도,포항시,경상북도 포항시 남구 복지환경위생과,,년,현물지급,노년,저소득,,295,20250815
WLF00000470,행려자 구호비 지급,일정한 주거 없이 노숙생활을 하는 것으로 확인된 자에게 임시주거비 지원을 통해 거리노숙을 방지함.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000470&wlfareInfoReldBztpCd=02,경상북도,고령군,경상북도 고령군 주민복지과,,1회성,"현물지급, 기타",,,,244,20250815
WLF00001457,보훈가족 위문,보훈대상자들 사기 양양 및 자긍심 고취,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001457&wlfareInfoReldBztpCd=02,대전광역시,서구,대전광역시 서구 주민복지국 복지정책과,방문,년,"지역화폐, 현금지급","노년, 중장년",보훈대상자,서민금융,290,20250815
WLF00001054,밑반찬 배달사업 지원,"   ○ 65세 이하 재가 장애인의 규칙적인 식생활을 통한 건강유지 및 증진에 기여
   ○ 소외된 장애인들에게 밑반찬을 배달하므로 써 사회구성원으로써 동질성 회복
   ○ 더불어 함께하는 복지공동체 장애인행복 도시구현",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001054&wlfareInfoReldBztpCd=02,서울특별시,성북구,서울특별시 성북구 복지교육국 어르신·장애인복지과,"전화, 방문",주,현물지급,"중장년, 노년",장애인,신체건강,1357,20250815
WLF00002314,저소득주민 자립지원금 융자,저소득주민에게 자금을 융자함으로써 생활안정 도모와 자립기반 조성 등,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002314&wlfareInfoReldBztpCd=02,경상북도,김천시,경상북도 김천시 복지환경국 복지기획과,방문,수시,현금대여(융자),,저소득,"보호·돌봄, 입양·위탁",870,20250815
WLF00000567,[시분]기초생활수급자 법정지원금 지원(행려인),행려자 구호,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000567&wlfareInfoReldBztpCd=02,경상북도,문경시,경상북도 문경시 행정복지국 사회복지과,방문,1회성,현금지급,,,서민금융,746,20250815
WLF00000684,장애인 특별운송사업,장애인 특별운송사업으로 장애인 이동권 보장,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000684&wlfareInfoReldBztpCd=02,강원특별자치도,태백시,강원특별자치도 태백시 행정복지국 복지정책과,,수시,기타,"아동, 영유아, 노년, 청년, 중장년, 청소년",장애인,,254,20250815
WLF00003767,참전유공자 사망위로금,거주지 내 참전유공자의 사망시 사망위로금 지원하여 국가 보훈참전유공자에 대한 예우 및 위로금 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003767&wlfareInfoReldBztpCd=02,경상북도,영덕군,경상북도 영덕군 주민복지과,방문,1회성,현금지급,,보훈대상자,서민금융,301,20250815
