서비스ID,서비스명,서비스 요약,상세 링크,소관기관,대표연락처,신청가능여부,주소,태그,시작일,종료일,진행상태,INTRS_THEMA_CD,FMLY_CIRC_CD,BKJR_LFTM_CYC_CD,WLFARE_INFO_AGGRP_CD,카테고리,사업상태,사업기간,연락처,이메일,사업목적,지원대상,지원내용,신청방법,제출서류
S0007752280,의료비지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0007752280&wlfareInfoReldBztpCd=03,사회복지법인 한림화상재단,,, ,,20130627,20991231,진행중,"정신건강,신체건강",저소득,,,건강·의료,,,,,,- 화상으로 치료가 필요한 저소득층 환자,"- 입원비, 심리재활치료비(금액미정), 외래 및 피부재활치료비, 보습제 및 약품지원","- 팩스 접수 : 02-2637-5767
- 우편 접수 : 서울특별시 영등포구 버드나루로 55 4층(구, 영등포동7가 94-195 4층)
- 연중 수시 접수","- 신청서
- 주민등록등본
- 과세증명서
- 건강보험증사본"
S0007588505,사랑의 동지팥죽/떡국 나눔행사,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0007588505&wlfareInfoReldBztpCd=03,경남은행사랑나눔재단,,, ,,20130620,20991231,진행중,,,노년,,생계지원,,,,,,"- 소외계층 노인(경남, 울산)","- 마산역에서 동지, 설날 어르신들에게 떡국, 팥죽 제공","- 기타 접수: 마산역으로 모이신 어르신들에게 제공 
- 동지, 설날 중 현장접수",
S0007356235,독거노인을 위한 카네이션 축제,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0007356235&wlfareInfoReldBztpCd=03,경남은행사랑나눔재단,,, ,,20140501,20991231,진행중,주거,,노년,,생계지원,,,,,,"- 시군구에서 추천하는 소외계층 대상(경남, 울산)",- 생필품 지원,"- 기타 접수 : 시군구에서 대상추천ㆍ의뢰
- 매년 어버이날 전 공고(4월 말~5월 초, <a href=""http://www.knbnanum.or.kr"" target=""_blank"" title=""[새창]독거노인을 위한 카네이션 축제-신청방법"">www.knbnanum.or.kr</a>)",
S9765605231,"장애아동,발달장애인 지원",,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S9765605231&wlfareInfoReldBztpCd=03,한국장애인개발원,,, ,,20140301,20991231,진행중,,장애인,"청소년,아동",,아동지원,,,,,,"- 장애아동, 발달장애인","- 연계(경제, 의료, 교육, 재활, 가족지원 등)
- 장애아동발달장애인 복지지원 정보 제공 
- 장애아동발달장애인 관련 통합정보제공사이트 운영(www.broso.or.kr) 
- 전문 e-레터(채널 비로소) 발행 및 배포 
- 전문 상담실 운영
- 장애아동발달장애인 조사연구 및 개발 
- 장애아동발달장애인 지원체계 강화를 위한 조사연구 수행 
- 장애아동발달장애인 지원정책 및 프로그램 개발 
- 장애아동발달장애인 가족 및 종사자 지침편람 개발
- 발달장애인 공공후견지원 사업 
- 발달장애인 공공후견인 후보자 추천 
- 발달장애인 후견 관련 법률 자문 
- 발달장애인 공공후견지원사업 홍보 및 인식개선
- 장애아가족양육지원 사업 
- 장애아가족양육지원사업 수행기관 운영지원 
- 사업담당자 교육 및 매뉴얼 개발 보급 
- 사업평가 및 관리
- 장애아동발달장애인 권리옹호 사업 
- 발달장애인을 위한 알기 쉬운 정보제공(easy-read) 
- 발달장애인 당사자 자문위원 'I am'(아이엠) 운영 
- 장애아동발달장애인에 대한 사회 인식개선 활동 
- 권리침해 모니터링 및 권리구제 지원
- 협력 네트워크 구축 
- 유관기관단체 MOU 추진 
- 유관기관단체 간담회 실시 
- 전문 자문위원회 운영",- 인터넷(broso.or.kr) 참조,
S0048092137,저소득 장애인주거편의증진사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0048092137&wlfareInfoReldBztpCd=03,한국장애인개발원,,, ,,20150112,20991231,진행중,주거,"저소득,장애인",,,주거지원,,,,,,- 저소득 중증장애인,"- 주거환경 개선(문턱제거, 도어락, 조명교체 등)",- 관할 주민센터 연계,
S0003509500,S-OIL과 함께하는 햇살나눔 캠프,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0003509500&wlfareInfoReldBztpCd=03,새생명지원센터,,, ,,20140401,20991231,진행중,"신체건강,정신건강,문화·여가","한부모·조손,저소득,다문화·탈북민","영유아,아동,청소년",,생계지원,,,,,,"- 희귀난치질환 및 소아암, 백혈병 환아(5~14세) 및 가족(18~20가족)","- 환아 가족 정보교류 프로그램, 에코랜드 테마파크, 토피어리만들기 체험, 돌고래 및 바다표범 공연, 미니카트레이싱체험, 레크레이션 등(제주도 2박 3일 캠프)","- 홈페이지 공고시 신청
ㆍ우편 접수: (121-020) 서울특별시 마포구 만리재로 14(공덕동 456번지) 한국사회복지회관 5층
ㆍ이메일 접수: 20773992@daum.net
ㆍ팩스 접수: 02-712-2333","- 공통서류
ㆍ신청서(개인의 경우) 1부, 추천서(기관의 경우) 1부, 및 가족관계증명서(환아명의) 1부

- 추가서류
ㆍ기초생활수급자, 차상위가정, 다문화, 한부모가정의 경우 부 또는 모 명의의 증명서 제출
ㆍ일반 가정의 경우 최근 3개월분 부와 모의 건강보험료 납부 확인서 사본 각 1부 제출"
S0003509504,"소아암,백혈병 경제적지원",,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0003509504&wlfareInfoReldBztpCd=03,새생명지원센터,,, ,,20130408,20991231,진행중,"정신건강,신체건강",저소득,"청소년,아동",,생계지원,,,,,,- 소아암ㆍ백혈병을 앓고 있는 만 24세 이하의 환아,"-  500만원 ~ 2,000만원(지원개시일로부터 3년간 지원)
ㆍ조혈모세포이식은 3,000원 지원","- 기타 접수: 진료병원 사회사업팀(실) 의료사회복지사를 통해 신청/방문 및 우편접수(등기) 
- 매월 1회 신청접수","- 공통서류 
ㆍ진료비 지원 대상자 추천서, 개인정보 수집이용제공 동의서
ㆍ진료계약병원진단서(본회 진료계약병원 발행): 급성임파구성백혈병, 비림프구성백혈병 및 기타종양, 재생불량성 빈혈, 조혈모세포이식
ㆍ건강보험증 또는 의료보호증 사본
ㆍ주민등록등본 1부, 환아 사진 및 편지 1부 

- 추가서류
ㆍ홈페이지 참조"
S0003393106,희귀난치성질환 경제적지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0003393106&wlfareInfoReldBztpCd=03,새생명지원센터,,, ,,20130408,20991231,진행중,"정신건강,신체건강",저소득,"아동,영유아,청소년",,건강·의료,,,,,,- 만 24세 이하에 희귀난치질환을 진단받은 환아,- 1인당 최고 500만원까지 지원,- 진료병원 사회사업팀(실) 의료사회복지사를 통해 신청/방문 및 우편접수(등기),"- 공통서류
* 진료비 지원 대상자 추천서,개인정보 수집이용제공 동의서, 진료비지원 임상 소견서 (본회 서식), 건강보험증 또는 의료보호증 사본, 주민등록등본 1부, 환아 사진 및 편지 1부 

- 추가서류
* 홈페이지 참조"
S0004922619,청소년 장학금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0004922619&wlfareInfoReldBztpCd=03,한국지엠한마음재단,,, ,,20130503,20991231,진행중,교육,저소득,"아동,청소년",,아동지원,,,,,,- 경제적으로 어려운 고등학생(협약체결기관 지역 중),"- 학교로 장학금 송금
- 금액미정","- 기타 접수: 학교로 공문발송(인천, 군산, 창원, 보령)
- 매년 7월 공고",- 추천서
S0003393144,IT역기능 예방,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0003393144&wlfareInfoReldBztpCd=03,KT그룹희망나눔재단,,, ,,20140101,20991231,진행중,교육,,,,돌봄·보호,,,,,,- 자격제한 없음,"- 인터넷 중독 자가 진단 및 예방 특강
- 사이버범죄 예방, 보이스피싱 예방, 개인정보 보호
- 유해 사이트 차단, PC 사용시간 통제 프로그램 활용법
- 부모와 자녀가 함께하는 IT교실","- 인터넷 접수: http://www.itsupporters.com
- 전화 접수: 1577-0080
- 연중접수",
S0014764700,녹색장학사업,"- 산림청 녹색사업단의 복권기금을 지원받아 임업인 및 산림분야 종사자 자녀(고등학생, 대학생), 한국산림과학고등학교 학생 등을 대상으로 자질향상과 능력개발을 위한 녹색장학사업을 실시하여 임업인들의 복지증진을 도모",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0014764700&wlfareInfoReldBztpCd=03,한국산림복지진흥원,,, ,,20130503,20991231,진행중,교육,,"청소년,청년,아동",,생계지원,,,,,"- 산림청 녹색사업단의 복권기금을 지원받아 임업인 및 산림분야 종사자 자녀(고등학생, 대학생), 한국산림과학고등학교 학생 등을 대상으로 자질향상과 능력개발을 위한 녹색장학사업을 실시하여 임업인들의 복지증진을 도모","- 선촌생태마을 거주 임업인의 자녀, 국유림 및 민유림 영림단의 자녀(고등학생, 대학생), 산림청 지원 특성화 고등학교 학생(한국산림과학고등학교, 청주농업고등학교 산림환경자원학과) 
- 고등학생: 현재 재학생으로, 학교생활을 성실하게 임하는 자 
- 대학생: 현재 재학생으로, 직전학기 12학점 이상 취득하고, 평균성적이 80점 이상인 자",- 공고 참조,"- 매년 6~7월 홈페이지 공고 참조(<a href=""http://www.kofofo.or.kr"" target=""_blank"" title=""[새창]녹색장학사업-신청방법"">www.kofofo.or.kr</a>)",
S0014823920,숲치유센터 운영,"- 건강관리가 필요한 현대인과 청소년들에게 다양한 산림치유프로그램을 통하여 개인별 맞춤의 건강진단 제공
- 산림 및 보건 분야 전문가와의 연계를 통한 산림요법 처방을 제공",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0014823920&wlfareInfoReldBztpCd=03,한국산림복지진흥원,,, ,,20131001,20991231,진행중,"정신건강,신체건강",,,,아동지원,,,,,"- 건강관리가 필요한 현대인과 청소년들에게 다양한 산림치유프로그램을 통하여 개인별 맞춤의 건강진단 제공
- 산림 및 보건 분야 전문가와의 연계를 통한 산림요법 처방을 제공",,,"- 전화 및 방문예약(회당 10~15명까지 가능)
- 청태산 숲 치유센터 033-345-4451",
S0003393147,실생활용IT기기활용,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0003393147&wlfareInfoReldBztpCd=03,KT그룹희망나눔재단,,, ,,20140101,20991231,진행중,교육,,,,생계지원,,,,,,- 자격제한 없음,"- 인터넷(뱅킹, 쇼핑, 예약) 
- 전자민원서류 발급 
- 공인인증서발급 
- 이메일, 메신저 활용","- 인터넷 접수: www.itsupporters.com 
- 전화 접수: 1577-0080 
- 연중접수",
S0003393146,최첨단 IT기기활용,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0003393146&wlfareInfoReldBztpCd=03,KT그룹희망나눔재단,,, ,,20140101,20991231,진행중,교육,,,,생계지원,,,,,,- 자격제한 없음,"- 스마트폰 이용방법
- 스마트폰을 활용한 SNS서비스
- 태블릿 PC 이용방법","- 인터넷 접수: <a href=""http://www.itsupporters.com"" target=""_blank"" title=""[새창]최첨단 IT기기활용-신청방법"">www.itsupporters.com</a>
- 전화 접수: 1577-0080
- 연중 접수",
S0007588504,소외계층을 위한 사랑의 연탄배달/김장담그기,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0007588504&wlfareInfoReldBztpCd=03,경남은행사랑나눔재단,,, ,,20130620,20991231,진행중,주거,"한부모·조손,저소득",,,생계지원,,,,,,"- 저소득층 기초생활수급자, 모자가정(경남, 울산)","- 연탄, 김치(제공량은 해마다 다름)","- 기타접수: 지자체나 복지단체 추천의뢰
- 매년 연말 공고",
S0007588503,추석맞이 송편빚기 및 선물전달,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0007588503&wlfareInfoReldBztpCd=03,경남은행사랑나눔재단,,, ,,20130620,20991231,진행중,주거,"한부모·조손,저소득",,,채무·법률,,,,,,"- 저소득층 기초생활수급자, 모자가정(경남, 울산)","- 생필품(해마다 지원품 변동), 송편","- 기타 접수: 지자체나 복지단체 추천의뢰
- 매년 추석 전 공고",
S0007588501,청소년장학사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0007588501&wlfareInfoReldBztpCd=03,경남은행사랑나눔재단,,, ,,20130620,20991231,진행중,교육,저소득,"아동,청소년",,아동지원,,,,,,"- 고등학교에서 지원대상 추천(소외계층, 성적우수자)",- 1인당 100만원(학교요청에 따라 금액이 변동될 수 있음),"- 기타 접수: 시군구나 학교에서 대상추천의뢰 
- 매년 5월 중 공고",
S0007356238,희망Dream장학사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0007356238&wlfareInfoReldBztpCd=03,중소기업중앙회(사랑나눔재단),,, ,,20130620,20991231,진행중,교육,저소득,"청년,청소년,아동",,생계지원,,,,,,"- 공통 기준: 노란우산공제 가입업체 대표, 임직원 자녀
ㆍ고등학교 및 대학(교) 재학생 또는 진학 예정자 
ㆍ본 재단 희망드림 장학사업을 제외한 타 장학재단단체기관 등의 장학금 수혜를 받지 아니한 자 

- 희망 장학금
ㆍ국민기초생활수급권 가정: 부모합산 소득 최저생계비 미만 가정
ㆍ차상위계층 가정: 부모합산 소득 차상위계층 소득인정액 미만 가정
ㆍ저소득 가정: 부모합산 소득 저소득 가정 소득인정액 미만 가정
ㆍ기타, 결손·조손·장애·다문화가정·위탁 등에 해당하는 가정 

- 드림 장학금
ㆍ교내 학업성적이 우수하여 담임교사(학과장)가 추천한 자
ㆍ예체능 등 특기적성능력이 뛰어나 담임교사(학과장)가 추천한 자
ㆍ대학수학능력시험 성적 포함이 우수한 자로서, 미래인재로 성장할 수 있도록 꾸준한 지원이 필요하다고 판단되는 경우
ㆍ기타 학습특기적성 성취 향상, 진로탐색, 체험활동 등 꾸준한 자기계발을 통해 자기 발전을 도모하고 있는 자
ㆍ이전 희망드림 장학사업 수혜대상자 중 지속적인 지원이 필요한 자","- 장학금 구분
ㆍ희망 장학금: 고등학생 200만원 이내, 대학(교)생 400만원 이내
ㆍ드림 장학금: 고등학생 300만원 이내, 대학(교)생 1,000만원 이내","- 기타 접수: 회원조합(단체) 및 재단 후원자, 장학회계 출연조합 등에서 추천 
- 매년 12~1월, 7~8월","- 공통서류
ㆍ추천서 1부 (제1호 서식-홈페이지)
ㆍ희망드림 장학금 신청서 1부 (제2호 서식-홈페이지)
ㆍ개인정보수집이용 및 제공 동의서 1부 (제5호 서식-홈페이지)
ㆍ주민등록등본 1부
ㆍ건강보험료 납부확인서(최근 3개월 분) 1부 
ㆍ재학증명서 1부
ㆍ성적증명서 및 학교생활기록부 각 1부
ㆍ통장사본 1부 

- 추가서류
ㆍ홈페이지 참조"
S9765637680,다문화아동 외가방문 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S9765637680&wlfareInfoReldBztpCd=03,한국여성재단,,, ,,20150101,20991231,진행중,,다문화·탈북민,"청소년,아동",,아동지원,,,,,,- 대한민국에 거주하는 다문화 가정 자녀 및 부모(개인정보수집 및 이용동의 필요),"- 모국 방문(방문국가 매년 상이, 홈페이지 공고 참조)","- 우편 접수(홈페이지의 각 지역별 접수처 참조: www.womenfund.or.kr)
- 접수 일정: 매년 4월~6월","- 신청서, 추천서, 주민등록등본, 가족관계증명서 등"
S0009489614,메이크업 유어 라이프-병원프로그램,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0009489614&wlfareInfoReldBztpCd=03,아모레퍼시픽,,, ,,20140101,20991231,진행중,"신체건강,정신건강",,,,건강·의료,,,,,,- 암수술 후 2년 이내의 환우로 현재 항암 또는 방사선 치료중인 여성,- 여성 암환우들이 있는 병원으로 직접 찾아가 나를 가꾸는 방법을 알려주고 자신감과 용기를 선물하는 프로그램,"- 인터넷 접수: amorebeautifulworld.amorepacific.com 
- 연중 수시 접수",
