출처,복지사업ID,복지사업명,설명,소관기관,대표연락처,온라인신청,주소,시작일,종료일,태그,지원대상,서비스내용,신청방법,필요서류,관심주제,대상특성,생애주기,기준,지원범위,지원주기,오프라인,대리 신청 가능,지급 방식,지원가능한 나이
지자체,WLF00005014,노인맞춤돌봄서비스 홀몸 어르신 인공지능(AI) 돌봄 서비스 지원 ,홀몸 어르신의 돌봄 강화를 위해 인공지능 기술을 탑재한 돌봄기기를 지원하여 어르신의 정서 생활 지원 및 위급상황 대처를 위함, 서울특별시 종로구 복지교육국 어르신복지과,,N,서울특별시 종로구,20230101,19700101,,"저소득, 노년, 기준중위소득","서민금융, 현물대여","방문,전화, 본인",,서민금융,저소득,노년,기준중위소득,독거노인 가구,수시,Y,N,현물대여,
지자체,WLF00005367,보훈대상자 지원(참전유공자 배우자복지수당),사망한 참전유공자의 배우자 예우를 위한 수당 지급, 서울특별시 동작구 복지국 복지정책과,,N,서울특별시 동작구,20230101,19700101,,,"서민금융, 현금지급","방문, 본인,대리인(배우자, 친족, 관계인)",,서민금융,,,해당없음,해당없음(전체가구),월,Y,Y,현금지급,
지자체,BOK00000987,학대피해아동 의료비지원사업,"대한사회복지회는 MBC라디오시대, 사회복지공동모금회와 함께 학대피해아동에게 트라우마 치료를 위한 맞춤형 의료서비스를 제공하여 아동의 조속한 회복과 건강한 성장을 돕고자 합니다. ",대한사회복지회,,, ,20250512,20260228,,"저소득,장애인, 청소년,아동","생활지원,신체건강,보호·돌봄,안전·위기",,,"생활지원,신체건강,보호·돌봄,안전·위기","저소득,장애인","청소년,아동",,,,N,Y,,
지자체,BOK00000982,하나 파워 온 케어 미혼·한부모 가정 정서심리치료 지원,미혼.한부모 가정의 정서심리치료를 지원하여 이들의 심리적 안정과 자존감 회복을 도모하고 안정적인 가족관계 형성을 지원합니다. ,사회복지법인 대한사회복지회,,, ,20250701,20251227,,"다문화·탈북민,저소득,한부모·조손, 청년,아동,중장년","정신건강,보호·돌봄",,,"정신건강,보호·돌봄","다문화·탈북민,저소득,한부모·조손","청년,아동,중장년",,,,N,Y,,
지자체,WLF00000955,출산장려 셋째아 이상 건강보험료지원,성장과정에서 발생할 수 있는 질병이나 상해에 대비할 수 있도록 셋째아이상 영.유아의 건강과 안전을 위하여 건강보험료를 지원함으로써 출산을 장려하고 보호자의 양육. 경제적 부담을 경감하여 안정적인 환경에서 자녀를 양육할 수 있도록 하고자 함, 서울특별시 종로구 복지교육국 아동복지과,,N,서울특별시 종로구,20100701,19700101,,"다자녀, 임신 · 출산,영유아","임신·출산, 프로그램/서비스(서비스)","방문,인터넷, 본인",,임신·출산,다자녀,"임신 · 출산,영유아",해당없음,다자녀가구,월,Y,N,프로그램/서비스(서비스),
지자체,WLF00002225,저소득층 대학생 교육비 지원사업,기초생활수급자 및 비수급저소득층 대학생의 경제적 어려움으로 인한 학업 중단사례를 예방하고자 함, 서울특별시 강남구 복지생활국 복지정책과,,N,서울특별시 강남구,20130101,19700101,,"중장년,청년, 기준중위소득","서민금융,교육, 현금지급","방문, 본인,대리인(배우자, 친족, 관계인)",,"서민금융,교육",,"중장년,청년",기준중위소득,해당없음(전체가구),반기,Y,Y,현금지급,
지자체,WLF00000837,다문화가족 지원사업,"다문화가족의 안정적인 정착과 가족생활을 지원하기 위해 가족교육/상담/한국어 문화프로그램, 자녀지원, 직업교육 등 서비스를 제공합니다.",여성가족부 다문화가족과,1577-1366,N, ,20120101,19700101,"다문화가족,결혼이민자","다문화·탈북민, 0~5세,13~18세,40~64세,6~12세,19~39세,65세이상","일자리,교육,생활지원, 프로그램/서비스(서비스)","방문, 본인",,"일자리,교육,생활지원",다문화·탈북민,,해당없음,다문화가구,수시,Y,N,프로그램/서비스(서비스),"0~5세,13~18세,40~64세,6~12세,19~39세,65세이상"
지자체,WLF00001054,밑반찬 배달사업 지원,"   ○ 65세 이하 재가 장애인의 규칙적인 식생활을 통한 건강유지 및 증진에 기여
   ○ 소외된 장애인들에게 밑반찬을 배달하므로 써 사회구성원으로써 동질성 회복
   ○ 더불어 함께하는 복지공동체 장애인행복 도시구현", 서울특별시 성북구 복지교육국 어르신·장애인복지과,,N,서울특별시 성북구,20150101,19700101,,"장애인, 노년,중장년, 기타 소득기준","신체건강, 현물지급","전화,방문, 본인",,신체건강,장애인,"노년,중장년",기타 소득기준,해당없음(전체가구),주,Y,N,현물지급,
지자체,S0013518184,법원연계이혼상담,,건강가정지원센터,,, ,20150101,20991231,,"청년,중장년,노년",교육,,,교육,,"청년,중장년,노년",,,,N,Y,,
지자체,S0012092748,치과지원,,남북하나재단,,, ,20130910,20991231,,다문화·탈북민,"신체건강,정신건강",,,"신체건강,정신건강",다문화·탈북민,,,,,N,Y,,
지자체,WLF00002607,장애인가정 출산지원금 지원 ,비장애인에 비해 임신과 출산시 비용이 추가 소요되는 장애인에게 출산비용을 지원하여 경제적 부담을 경감하고 출산 친화적인 문화 조성, 서울특별시 성북구 복지교육국 어르신·장애인복지과,,N,서울특별시 성북구,20180101,19700101,,"장애인, 청년,임신 · 출산,청소년,중장년","서민금융,임신·출산, 현금지급","방문,인터넷, 대리인(배우자, 친족, 관계인),본인",,"서민금융,임신·출산",장애인,"청년,임신 · 출산,청소년,중장년",,해당없음(전체가구),1회성,Y,Y,현금지급,
지자체,WLF00002637,청년임차보증금 이자지원사업,"서울시 내 주택에 임차하려는 청년에게 보증금을 위한 대출금 이자를 지원해줌으로서, 주거비를 감소시키는데 목적이 있음 ", 서울특별시 주택정책실 주택공급기획관 주택정책과,,N,서울특별시 ,20170201,19700101,,"청년, 소득최고 기준액","현금대여(융자),기타","인터넷, 본인",,,,청년,소득최고 기준액,해당없음(전체가구),월,N,N,"현금대여(융자),기타",
지자체,WLF00002013,저소득주민 국민건강보험료 지원, 노령 및 질병 등으로 일상샐활에 어려움을 겪고 있으나 「국민기초생활보장법」제5조의 규정에 의한 수급자에 해당하지 아니한 저소득 주민에 대하여 국민건강보험료 및 노인장기요양보험료를 지원함으로써 저소득 주민의 건강증진과 복지향상을 도모, 서울특별시 성북구 복지교육국 생활보장과,,N,서울특별시 성북구,20110101,19700101,,노년,"서민금융, 현금지급",,,서민금융,,노년,,해당없음(전체가구),월,N,Y,현금지급,
지자체,WLF00004358,"철분제,엽산제 구매(임산부 및 영유아관리)","태아의 신경관결손과 임산부의 철분결핍성 빈혈로 발생할 수 있는 유산, 사산, 조산, 산모사망을 예방하기 위해 엽산제와 철분제를 지원하여 안전한 분만 유도 및 임산부와 태아의 건강증진 도모", 서울특별시 마포구 보건소 건강동행과,,N,서울특별시 마포구,20160101,19700101,,"청년,임신 · 출산,중장년,청소년","임신·출산, 현물지급","방문,인터넷, 대리인(배우자, 친족, 관계인),본인",,임신·출산,,"청년,임신 · 출산,중장년,청소년",해당없음,해당없음(전체가구),1회성,Y,Y,현물지급,
지자체,WLF00002838,저소득 중증장애인 유료방송 이용요금 지원,"저소득 중증장애인 가구에 대해 유료방송사와의 협약을 통해 유료방송 이용요금을 지원함으로써, 저소득 중증장애인 가구의 경제적인 부담 경감과 외부환경에 대한 다양한 정보 및 다채로운 방송콘텐츠의 시청권을 제공", 서울특별시 양천구 주민복지국 자립지원과,,N,서울특별시 양천구,20140101,19700101,,"장애인,저소득","서민금융, 감면","방문, 본인",,서민금융,"장애인,저소득",,,해당없음(전체가구),월,Y,N,감면,
지자체,S0014887043,다문화 재능교육 프로젝트(사진),,인클로버,,, ,20140101,20991231,,다문화·탈북민,교육,,,교육,다문화·탈북민,,,,,N,Y,,
지자체,S9765642811,소중한 나눔 이야기(방송국 ARS 후원금),,kbs한국방송공사,,, ,20150407,20991231,,저소득,,,,,저소득,,,,,N,Y,,
지자체,S0038279242,동병하치 프로그램,,㈜함소아&함소아제약,,, ,20140707,20991231,,"아동,청소년","신체건강,정신건강",,,"신체건강,정신건강",,"아동,청소년",,,,N,Y,,
지자체,S0032502231,걱정해결사업(교육비 지원),,메리츠화재,,, ,20121002,20991231,,"저소득, 아동,청소년",교육,,,교육,저소득,"아동,청소년",,,,N,Y,,
지자체,S0000375969,무주택 저소득층 임차자금 지원사업,,한국사회복지협의회,,, ,20100611,20991231,,"저소득, 청년",주거,,,주거,저소득,청년,,,,N,Y,,
지자체,S9765801198,모자가정 지원사업 위시박스,,(재)아름다운 동행,,, ,20160118,20991231,,"한부모·조손, 아동,청소년",,,,,한부모·조손,"아동,청소년",,,,N,Y,,
지자체,S0027662502,자가시력검진,,한국실명예방재단,,, ,20140303,20991231,,"청소년,영유아,아동","정신건강,신체건강",,,"정신건강,신체건강",,"청소년,영유아,아동",,,,N,Y,,
지자체,S0041901540,무료독감 예방접종,,(주)녹십자,,, ,20140101,20991231,,"아동,청소년","정신건강,신체건강",,,"정신건강,신체건강",,"아동,청소년",,,,N,Y,,
지자체,S0011600052,대학신입생 장학금,,운곡장학재단,,, ,20130904,20991231,,"아동,청소년",교육,,,교육,,"아동,청소년",,,,N,Y,,
지자체,WLF00002817,저소득 주민지원(명절위문),"저소득층이 소외받기 쉬운 명절(설, 추석) 기간에 명절 위문금을 지원하여 훈훈한 명절을 지낼 수 있도록 지원하고자 함.
", 서울특별시 양천구 주민복지국 자립지원과,,N,서울특별시 양천구,20000101,19700101,,"저소득, 기준중위소득","서민금융, 현금지급,현물지급",,,서민금융,저소득,,기준중위소득,해당없음(전체가구),년,N,Y,"현금지급,현물지급",
지자체,S0011600053,지역인재 육성 장학금,,운곡장학재단,,, ,20130904,20991231,,청년,교육,,,교육,,청년,,,,N,Y,,
지자체,S9765801197,한국생활안내(K-guide),"대한민국의 문화, 의료, 육아, 취업, 근로, 교육 등 생활 전반에 걸친 다양하고 유익한 정보를 제공합니다.",한국건강가정진흥원,,, ,20160118,20991231,,다문화·탈북민,"신체건강,생활지원,문화·여가",,,"신체건강,생활지원,문화·여가",다문화·탈북민,,,,,N,Y,,
지자체,S0015515181,장애우 지원사업,,세방이의순재단,,, ,20131106,20991231,,"장애인, 아동,청소년","정신건강,신체건강",,,"정신건강,신체건강",장애인,"아동,청소년",,,,N,Y,,
지자체,S0007752287,다문화가정 도서나눔,,인클로버,,, ,20130627,20991231,,다문화·탈북민,문화·여가,,,문화·여가,다문화·탈북민,,,,,N,Y,,
지자체,S9765655226,한부모여성가장 창업지원사업(MarryMom),,열매나눔재단,,, ,20150514,20991231,,한부모·조손,,,,,한부모·조손,,,,,N,Y,,
지자체,S0014887038,화상점프캠프,,사회복지법인 한림화상재단,,, ,20140101,20991231,,"아동,청소년",문화·여가,,,문화·여가,,"아동,청소년",,,,N,Y,,
지자체,S0007752280,의료비지원사업,,사회복지법인 한림화상재단,,, ,20130627,20991231,,저소득,"정신건강,신체건강",,,"정신건강,신체건강",저소득,,,,,N,Y,,
지자체,S9765605231,"장애아동,발달장애인 지원",,한국장애인개발원,,, ,20140301,20991231,,"장애인, 청소년,아동",,,,,장애인,"청소년,아동",,,,N,Y,,
지자체,S0048092137,저소득 장애인주거편의증진사업,,한국장애인개발원,,, ,20150112,20991231,,"저소득,장애인",주거,,,주거,"저소득,장애인",,,,,N,Y,,
지자체,S0003509500,S-OIL과 함께하는 햇살나눔 캠프,,새생명지원센터,,, ,20140401,20991231,,"한부모·조손,저소득,다문화·탈북민, 영유아,아동,청소년","신체건강,정신건강,문화·여가",,,"신체건강,정신건강,문화·여가","한부모·조손,저소득,다문화·탈북민","영유아,아동,청소년",,,,N,Y,,
